38.0 APEX_CODE,FINEST;APEX_PROFILING,INFO;CALLOUT,INFO;DB,INFO;SYSTEM,DEBUG;VALIDATION,INFO;VISUALFORCE,INFO;WORKFLOW,INFO
16:37:35.0 (78013)|USER_INFO|[EXTERNAL]|00528000001JBjQ|ramu.veligeti@yahoo.co.in|Pacific Standard Time|GMT-08:00
16:37:35.0 (114265)|EXECUTION_STARTED
16:37:35.0 (120347)|CODE_UNIT_STARTED|[EXTERNAL]|01p2800000FELrp|RecentlyViewedRecords.getRecentlyViewed
16:37:35.0 (405399)|HEAP_ALLOCATE|[72]|Bytes:3
16:37:35.0 (480124)|HEAP_ALLOCATE|[77]|Bytes:152
16:37:35.0 (498410)|HEAP_ALLOCATE|[342]|Bytes:408
16:37:35.0 (525920)|HEAP_ALLOCATE|[355]|Bytes:408
16:37:35.0 (553603)|HEAP_ALLOCATE|[467]|Bytes:48
16:37:35.0 (586413)|HEAP_ALLOCATE|[139]|Bytes:6
16:37:35.0 (610819)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:21
16:37:35.0 (654256)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
16:37:35.0 (686257)|METHOD_ENTRY|[1]|01p2800000FELrp|RecentlyViewedRecords.RecentlyViewedRecords()
16:37:35.0 (692100)|STATEMENT_EXECUTE|[1]
16:37:35.0 (699159)|STATEMENT_EXECUTE|[1]
16:37:35.0 (701673)|STATEMENT_EXECUTE|[19]
16:37:35.0 (22872279)|METHOD_EXIT|[1]|RecentlyViewedRecords
16:37:35.0 (22888076)|SYSTEM_MODE_ENTER|false
16:37:35.0 (22897830)|STATEMENT_EXECUTE|[3]
16:37:35.0 (22899504)|STATEMENT_EXECUTE|[4]
16:37:35.0 (22905003)|HEAP_ALLOCATE|[4]|Bytes:4
16:37:35.0 (22966743)|VARIABLE_SCOPE_BEGIN|[4]|rvList|List<RecentlyViewedRecords.RecentlyViewedWrapper>|true|false
16:37:35.0 (23144084)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
