38.0 APEX_CODE,FINEST;APEX_PROFILING,INFO;CALLOUT,INFO;DB,INFO;SYSTEM,DEBUG;VALIDATION,INFO;VISUALFORCE,INFO;WORKFLOW,INFO
17:45:03.0 (69632)|USER_INFO|[EXTERNAL]|00528000001JBjQ|ramu.veligeti@yahoo.co.in|Pacific Standard Time|GMT-08:00
17:45:03.0 (112237)|EXECUTION_STARTED
17:45:03.0 (118610)|CODE_UNIT_STARTED|[EXTERNAL]|01p2800000FELrp|RecentlyViewedRecords.getRecentlyViewed
17:45:03.0 (279408)|HEAP_ALLOCATE|[72]|Bytes:3
17:45:03.0 (314914)|HEAP_ALLOCATE|[77]|Bytes:152
17:45:03.0 (333362)|HEAP_ALLOCATE|[342]|Bytes:408
17:45:03.0 (353061)|HEAP_ALLOCATE|[355]|Bytes:408
17:45:03.0 (381000)|HEAP_ALLOCATE|[467]|Bytes:48
17:45:03.0 (420470)|HEAP_ALLOCATE|[139]|Bytes:6
17:45:03.0 (479696)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:21
17:45:03.0 (487179)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
17:45:03.0 (506193)|METHOD_ENTRY|[1]|01p2800000FELrp|RecentlyViewedRecords.RecentlyViewedRecords()
17:45:03.0 (511774)|STATEMENT_EXECUTE|[1]
17:45:03.0 (517500)|STATEMENT_EXECUTE|[1]
17:45:03.0 (519212)|STATEMENT_EXECUTE|[19]
17:45:03.0 (525063)|METHOD_EXIT|[1]|RecentlyViewedRecords
17:45:03.0 (535951)|SYSTEM_MODE_ENTER|false
17:45:03.0 (545086)|STATEMENT_EXECUTE|[3]
17:45:03.0 (547304)|STATEMENT_EXECUTE|[4]
17:45:03.0 (678499)|HEAP_ALLOCATE|[4]|Bytes:4
17:45:03.0 (752422)|VARIABLE_SCOPE_BEGIN|[4]|rvList|List<RecentlyViewedRecords.RecentlyViewedWrapper>|true|false
17:45:03.0 (785215)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
17:45:03.0 (828369)|VARIABLE_ASSIGNMENT|[4]|rvList|{"s":1,"v":[]}|0x729e7781
17:45:03.0 (834948)|HEAP_ALLOCATE|[5]|Bytes:102
17:45:03.0 (844438)|HEAP_ALLOCATE|[5]|Bytes:4
17:45:03.0 (880922)|HEAP_ALLOCATE|[50]|Bytes:5
17:45:03.0 (899577)|HEAP_ALLOCATE|[56]|Bytes:5
17:45:03.0 (907180)|HEAP_ALLOCATE|[64]|Bytes:7
17:45:03.0 (1284761)|SOQL_EXECUTE_BEGIN|[5]|Aggregations:0|SELECT Id, Name FROM RecentlyViewed 
17:45:03.0 (7802384)|SOQL_EXECUTE_END|[5]|Rows:12
17:45:03.0 (7827120)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:52
17:45:03.0 (8068448)|HEAP_ALLOCATE|[5]|Bytes:49
17:45:03.0 (8078846)|HEAP_ALLOCATE|[5]|Bytes:8
17:45:03.0 (8090225)|SYSTEM_METHOD_ENTRY|[7]|QueryLocatorIterator.QueryLocatorIterator()
