40.0 APEX_CODE,FINEST;APEX_PROFILING,INFO;CALLOUT,INFO;DB,INFO;SYSTEM,DEBUG;VALIDATION,INFO;VISUALFORCE,INFO;WAVE,INFO;WORKFLOW,INFO
14:13:12.0 (680265)|USER_INFO|[EXTERNAL]|00528000001JBjQ|ramu.veligeti@yahoo.co.in|Pacific Standard Time|GMT-07:00
14:13:12.0 (868039)|EXECUTION_STARTED
14:13:12.0 (872227)|CODE_UNIT_STARTED|[EXTERNAL]|01p2800000FZDMn|AdhocLightningScheduler.getSobjectNames
14:13:12.0 (983295)|VARIABLE_SCOPE_BEGIN|[3]|AdhocLightningScheduler.showFields|Boolean|false|true
14:13:12.0 (1326109)|HEAP_ALLOCATE|[72]|Bytes:3
14:13:12.0 (1387291)|HEAP_ALLOCATE|[77]|Bytes:152
14:13:12.0 (1401918)|HEAP_ALLOCATE|[342]|Bytes:408
14:13:12.0 (1416293)|HEAP_ALLOCATE|[355]|Bytes:408
14:13:12.0 (1429423)|HEAP_ALLOCATE|[467]|Bytes:48
14:13:12.0 (1478230)|HEAP_ALLOCATE|[139]|Bytes:6
14:13:12.0 (1493510)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:26
14:13:12.0 (1511280)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:88
14:13:12.0 (1515034)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:27
14:13:12.0 (1518253)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:32
14:13:12.0 (1538442)|METHOD_ENTRY|[1]|01p2800000FZDMn|AdhocLightningScheduler.AdhocLightningScheduler()
14:13:12.0 (1544775)|STATEMENT_EXECUTE|[1]
14:13:12.0 (1549767)|STATEMENT_EXECUTE|[1]
14:13:12.0 (1550850)|STATEMENT_EXECUTE|[196]
14:13:12.0 (1552211)|STATEMENT_EXECUTE|[212]
14:13:12.0 (1567755)|METHOD_EXIT|[1]|AdhocLightningScheduler
14:13:12.0 (1578887)|SYSTEM_MODE_ENTER|false
14:13:12.0 (1588135)|STATEMENT_EXECUTE|[11]
14:13:12.0 (1589240)|STATEMENT_EXECUTE|[12]
14:13:12.0 (1596075)|HEAP_ALLOCATE|[12]|Bytes:4
14:13:12.0 (1670115)|VARIABLE_SCOPE_BEGIN|[12]|oNames|List<String>|true|false
14:13:12.0 (1706800)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
14:13:12.0 (1726402)|VARIABLE_ASSIGNMENT|[12]|oNames|[]|0x47474108
14:13:12.0 (1732399)|STATEMENT_EXECUTE|[13]
14:13:12.0 (1735712)|HEAP_ALLOCATE|[13]|Bytes:4
14:13:12.0 (1791254)|VARIABLE_SCOPE_BEGIN|[13]|objNames|List<AdhocLightningScheduler.SelectOption>|true|false
14:13:12.0 (1807514)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
14:13:12.0 (1813183)|VARIABLE_ASSIGNMENT|[13]|objNames|[]|0x3fd15d30
14:13:12.0 (1818339)|STATEMENT_EXECUTE|[14]
14:13:12.0 (1826139)|HEAP_ALLOCATE|[14]|Bytes:4
14:13:12.0 (1843656)|VARIABLE_SCOPE_BEGIN|[14]|oMap|Map<String,String>|true|false
14:13:12.0 (1859614)|VARIABLE_ASSIGNMENT|[14]|oMap|{}|0x2c39027d
14:13:12.0 (1864890)|STATEMENT_EXECUTE|[15]
14:13:12.0 (1923232)|HEAP_ALLOCATE|[15]|Bytes:160
14:13:12.0 (1929560)|HEAP_ALLOCATE|[15]|Bytes:23
14:13:12.0 (1945794)|HEAP_ALLOCATE|[15]|Bytes:20
14:13:12.0 (1950623)|HEAP_ALLOCATE|[15]|Bytes:8
14:13:12.0 (1969574)|CONSTRUCTOR_ENTRY|[15]|01p2800000FZDMn|<init>(String,String)
14:13:12.0 (1988896)|VARIABLE_SCOPE_BEGIN|[213]|this|AdhocLightningScheduler.SelectOption|true|false
14:13:12.0 (2029544)|VARIABLE_ASSIGNMENT|[213]|this|{}|0x6a6e7876
14:13:12.0 (2036724)|VARIABLE_SCOPE_BEGIN|[213]|value|String|false|false
14:13:12.0 (2045308)|VARIABLE_ASSIGNMENT|[213]|value|""
14:13:12.0 (2049608)|VARIABLE_SCOPE_BEGIN|[213]|label|String|false|false
14:13:12.0 (2056558)|VARIABLE_ASSIGNMENT|[213]|label|"--None--"
14:13:12.0 (2061319)|STATEMENT_EXECUTE|[212]
14:13:12.0 (2062476)|STATEMENT_EXECUTE|[228]
14:13:12.0 (2063449)|STATEMENT_EXECUTE|[230]
14:13:12.0 (2064402)|STATEMENT_EXECUTE|[232]
14:13:12.0 (2065248)|STATEMENT_EXECUTE|[234]
14:13:12.0 (2070014)|HEAP_ALLOCATE|[214]|Bytes:6
14:13:12.0 (2106322)|STATEMENT_EXECUTE|[213]
14:13:12.0 (2107685)|STATEMENT_EXECUTE|[214]
14:13:12.0 (2185103)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{}|0x6a6e7876
14:13:12.0 (2193424)|VARIABLE_ASSIGNMENT|[EXTERNAL]|value|""
14:13:12.0 (2204666)|VARIABLE_ASSIGNMENT|[230]|this.value|""|0x6a6e7876
14:13:12.0 (2231205)|STATEMENT_EXECUTE|[215]
14:13:12.0 (2259740)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"value":""}|0x6a6e7876
14:13:12.0 (2268914)|VARIABLE_ASSIGNMENT|[EXTERNAL]|value|"--None--"
14:13:12.0 (2275798)|VARIABLE_ASSIGNMENT|[228]|this.label|"--None--"|0x6a6e7876
14:13:12.0 (2282952)|STATEMENT_EXECUTE|[216]
14:13:12.0 (2292606)|HEAP_ALLOCATE|[50]|Bytes:5
14:13:12.0 (2306554)|HEAP_ALLOCATE|[56]|Bytes:5
14:13:12.0 (2313655)|HEAP_ALLOCATE|[64]|Bytes:7
14:13:12.0 (2360781)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"label":"--None--","value":""}|0x6a6e7876
14:13:12.0 (2383419)|VARIABLE_ASSIGNMENT|[EXTERNAL]|value|false
14:13:12.0 (2390534)|HEAP_ALLOCATE|[232]|Bytes:5
14:13:12.0 (2396587)|VARIABLE_ASSIGNMENT|[232]|this.disabled|false|0x6a6e7876
14:13:12.0 (2404696)|STATEMENT_EXECUTE|[217]
14:13:12.0 (2434164)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"disabled":false,"label":"--None--","value":""}|0x6a6e7876
14:13:12.0 (2442405)|VARIABLE_ASSIGNMENT|[EXTERNAL]|value|false
14:13:12.0 (2447628)|HEAP_ALLOCATE|[234]|Bytes:5
14:13:12.0 (2452892)|VARIABLE_ASSIGNMENT|[234]|this.escapeItem|false|0x6a6e7876
14:13:12.0 (2464205)|CONSTRUCTOR_EXIT|[15]|01p2800000FZDMn|<init>(String,String)
14:13:12.0 (2479166)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
14:13:12.0 (12464039)|HEAP_ALLOCATE|[16]|Bytes:1628
14:13:12.0 (12526002)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:1628
14:13:12.0 (12623739)|HEAP_ALLOCATE|[16]|Bytes:1628
14:13:12.0 (12692500)|HEAP_ALLOCATE|[16]|Bytes:5
14:13:12.0 (12732094)|VARIABLE_SCOPE_BEGIN|[16]|o|Schema.SObjectType|true|false
14:13:12.0 (12877905)|VARIABLE_ASSIGNMENT|[16]|o|"common.apex.runtime.impl.ApexSObjectTypeToken@7cfe3066"|0x7cfe3066
14:13:12.0 (12886290)|STATEMENT_EXECUTE|[16]
14:13:12.0 (12887780)|STATEMENT_EXECUTE|[17]
14:13:12.0 (13125608)|HEAP_ALLOCATE|[17]|Bytes:4
14:13:12.0 (13152736)|VARIABLE_SCOPE_BEGIN|[17]|objResult|Schema.DescribeSObjectResult|true|false
14:13:12.0 (13214685)|VARIABLE_ASSIGNMENT|[17]|objResult|"common.api.soap.wsdl.DescribeSObjectResult@b5864e5c"|0x7311bbda
14:13:12.0 (13221747)|STATEMENT_EXECUTE|[18]
14:13:12.0 (13243598)|HEAP_ALLOCATE|[18]|Bytes:8
14:13:12.0 (13250142)|VARIABLE_SCOPE_BEGIN|[18]|label|String|false|false
14:13:12.0 (13259788)|VARIABLE_ASSIGNMENT|[18]|label|"Contract"
14:13:12.0 (13264203)|STATEMENT_EXECUTE|[19]
14:13:12.0 (13271615)|HEAP_ALLOCATE|[19]|Bytes:8
14:13:12.0 (13275562)|VARIABLE_SCOPE_BEGIN|[19]|name|String|false|false
14:13:12.0 (13281991)|VARIABLE_ASSIGNMENT|[19]|name|"Contract"
14:13:12.0 (14378670)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:8
14:13:12.0 (14419453)|HEAP_ALLOCATE|[20]|Bytes:8
14:13:12.0 (14492088)|HEAP_ALLOCATE|[21]|Bytes:7
14:13:12.0 (14537693)|HEAP_ALLOCATE|[21]|Bytes:3
14:13:12.0 (14552207)|HEAP_ALLOCATE|[21]|Bytes:5
14:13:12.0 (14564200)|HEAP_ALLOCATE|[22]|Bytes:4
14:13:12.0 (14581431)|STATEMENT_EXECUTE|[22]
14:13:12.0 (14582819)|STATEMENT_EXECUTE|[23]
14:13:12.0 (14604239)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
14:13:12.0 (14610858)|STATEMENT_EXECUTE|[24]
14:13:12.0 (14631065)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:-4
14:13:12.0 (14644850)|HEAP_ALLOCATE|[16]|Bytes:5
14:13:12.0 (14658909)|VARIABLE_SCOPE_BEGIN|[16]|o|Schema.SObjectType|true|false
14:13:12.0 (14710123)|VARIABLE_ASSIGNMENT|[16]|o|"common.apex.runtime.impl.ApexSObjectTypeToken@634da07c"|0x634da07c
14:13:12.0 (14717783)|STATEMENT_EXECUTE|[16]
