40.0 APEX_CODE,FINEST;APEX_PROFILING,INFO;CALLOUT,INFO;DB,INFO;SYSTEM,DEBUG;VALIDATION,INFO;VISUALFORCE,INFO;WAVE,INFO;WORKFLOW,INFO
01:31:57.0 (43478)|USER_INFO|[EXTERNAL]|00528000001JBjQ|ramu.veligeti@yahoo.co.in|Pacific Standard Time|GMT-07:00
01:31:57.0 (68427)|EXECUTION_STARTED
01:31:57.0 (70907)|CODE_UNIT_STARTED|[EXTERNAL]|01p2800000FZDMn|AdhocLightningScheduler.getSobjectNames
01:31:57.0 (154377)|VARIABLE_SCOPE_BEGIN|[3]|AdhocLightningScheduler.showFields|Boolean|false|true
01:31:57.0 (335355)|HEAP_ALLOCATE|[72]|Bytes:3
01:31:57.0 (363291)|HEAP_ALLOCATE|[77]|Bytes:152
01:31:57.0 (376329)|HEAP_ALLOCATE|[342]|Bytes:408
01:31:57.0 (390539)|HEAP_ALLOCATE|[355]|Bytes:408
01:31:57.0 (403725)|HEAP_ALLOCATE|[467]|Bytes:48
01:31:57.0 (426238)|HEAP_ALLOCATE|[139]|Bytes:6
01:31:57.0 (438467)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:26
01:31:57.0 (442936)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:88
01:31:57.0 (446258)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:27
01:31:57.0 (449406)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:29
01:31:57.0 (457040)|METHOD_ENTRY|[1]|01p2800000FZDMn|AdhocLightningScheduler.AdhocLightningScheduler()
01:31:57.0 (462124)|STATEMENT_EXECUTE|[1]
01:31:57.0 (465984)|STATEMENT_EXECUTE|[1]
01:31:57.0 (467012)|STATEMENT_EXECUTE|[196]
01:31:57.0 (468082)|STATEMENT_EXECUTE|[212]
01:31:57.0 (471390)|METHOD_EXIT|[1]|AdhocLightningScheduler
01:31:57.0 (479297)|SYSTEM_MODE_ENTER|false
01:31:57.0 (486457)|STATEMENT_EXECUTE|[11]
01:31:57.0 (487551)|STATEMENT_EXECUTE|[12]
01:31:57.0 (493968)|HEAP_ALLOCATE|[12]|Bytes:4
01:31:57.0 (525501)|VARIABLE_SCOPE_BEGIN|[12]|oNames|List<String>|true|false
01:31:57.0 (553564)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
01:31:57.0 (571708)|VARIABLE_ASSIGNMENT|[12]|oNames|[]|0x1637d80f
01:31:57.0 (577747)|STATEMENT_EXECUTE|[13]
01:31:57.0 (580620)|HEAP_ALLOCATE|[13]|Bytes:4
01:31:57.0 (611519)|VARIABLE_SCOPE_BEGIN|[13]|objNames|List<AdhocLightningScheduler.SelectOption>|true|false
01:31:57.0 (626605)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
01:31:57.0 (631673)|VARIABLE_ASSIGNMENT|[13]|objNames|[]|0x71843a9a
01:31:57.0 (636864)|STATEMENT_EXECUTE|[14]
01:31:57.0 (642887)|HEAP_ALLOCATE|[14]|Bytes:4
01:31:57.0 (651105)|VARIABLE_SCOPE_BEGIN|[14]|oMap|Map<String,String>|true|false
01:31:57.0 (664302)|VARIABLE_ASSIGNMENT|[14]|oMap|{}|0x5102c7e3
01:31:57.0 (668881)|STATEMENT_EXECUTE|[15]
01:31:57.0 (724751)|HEAP_ALLOCATE|[15]|Bytes:160
01:31:57.0 (730366)|HEAP_ALLOCATE|[15]|Bytes:23
01:31:57.0 (744263)|HEAP_ALLOCATE|[15]|Bytes:20
01:31:57.0 (748842)|HEAP_ALLOCATE|[15]|Bytes:8
01:31:57.0 (768807)|CONSTRUCTOR_ENTRY|[15]|01p2800000FZDMn|<init>(String,String)
01:31:57.0 (800288)|VARIABLE_SCOPE_BEGIN|[213]|this|AdhocLightningScheduler.SelectOption|true|false
01:31:57.0 (838088)|VARIABLE_ASSIGNMENT|[213]|this|{}|0x3b8b9d1a
01:31:57.0 (844786)|VARIABLE_SCOPE_BEGIN|[213]|value|String|false|false
01:31:57.0 (852880)|VARIABLE_ASSIGNMENT|[213]|value|""
01:31:57.0 (856989)|VARIABLE_SCOPE_BEGIN|[213]|label|String|false|false
01:31:57.0 (862858)|VARIABLE_ASSIGNMENT|[213]|label|"--None--"
01:31:57.0 (867281)|STATEMENT_EXECUTE|[212]
01:31:57.0 (868698)|STATEMENT_EXECUTE|[228]
01:31:57.0 (869670)|STATEMENT_EXECUTE|[230]
01:31:57.0 (870626)|STATEMENT_EXECUTE|[232]
01:31:57.0 (871493)|STATEMENT_EXECUTE|[234]
01:31:57.0 (876431)|HEAP_ALLOCATE|[214]|Bytes:6
01:31:57.0 (912346)|STATEMENT_EXECUTE|[213]
01:31:57.0 (913667)|STATEMENT_EXECUTE|[214]
01:31:57.0 (985928)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{}|0x3b8b9d1a
01:31:57.0 (994935)|VARIABLE_ASSIGNMENT|[EXTERNAL]|value|""
01:31:57.0 (1005730)|VARIABLE_ASSIGNMENT|[230]|this.value|""|0x3b8b9d1a
01:31:57.0 (1015997)|STATEMENT_EXECUTE|[215]
01:31:57.0 (1045274)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"value":""}|0x3b8b9d1a
01:31:57.0 (1053008)|VARIABLE_ASSIGNMENT|[EXTERNAL]|value|"--None--"
01:31:57.0 (1060397)|VARIABLE_ASSIGNMENT|[228]|this.label|"--None--"|0x3b8b9d1a
01:31:57.0 (1067403)|STATEMENT_EXECUTE|[216]
01:31:57.0 (1076355)|HEAP_ALLOCATE|[50]|Bytes:5
01:31:57.0 (1099117)|HEAP_ALLOCATE|[56]|Bytes:5
01:31:57.0 (1106249)|HEAP_ALLOCATE|[64]|Bytes:7
01:31:57.0 (1145059)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"label":"--None--","value":""}|0x3b8b9d1a
01:31:57.0 (1159088)|VARIABLE_ASSIGNMENT|[EXTERNAL]|value|false
01:31:57.0 (1164939)|HEAP_ALLOCATE|[232]|Bytes:5
01:31:57.0 (1170533)|VARIABLE_ASSIGNMENT|[232]|this.disabled|false|0x3b8b9d1a
01:31:57.0 (1178172)|STATEMENT_EXECUTE|[217]
01:31:57.0 (1204958)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"disabled":false,"label":"--None--","value":""}|0x3b8b9d1a
01:31:57.0 (1212980)|VARIABLE_ASSIGNMENT|[EXTERNAL]|value|false
01:31:57.0 (1217929)|HEAP_ALLOCATE|[234]|Bytes:5
01:31:57.0 (1222966)|VARIABLE_ASSIGNMENT|[234]|this.escapeItem|false|0x3b8b9d1a
01:31:57.0 (1233478)|CONSTRUCTOR_EXIT|[15]|01p2800000FZDMn|<init>(String,String)
01:31:57.0 (1246169)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
01:31:57.0 (12105994)|HEAP_ALLOCATE|[16]|Bytes:1628
01:31:57.0 (12177729)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:1628
01:31:57.0 (12272560)|HEAP_ALLOCATE|[16]|Bytes:1628
01:31:57.0 (12345653)|HEAP_ALLOCATE|[16]|Bytes:5
01:31:57.0 (12372731)|VARIABLE_SCOPE_BEGIN|[16]|o|Schema.SObjectType|true|false
01:31:57.0 (12479975)|VARIABLE_ASSIGNMENT|[16]|o|"common.apex.runtime.impl.ApexSObjectTypeToken@28ebfb28"|0x28ebfb28
01:31:57.0 (12489762)|STATEMENT_EXECUTE|[16]
01:31:57.0 (12491027)|STATEMENT_EXECUTE|[17]
01:31:57.0 (12696724)|HEAP_ALLOCATE|[17]|Bytes:4
01:31:57.0 (12722370)|VARIABLE_SCOPE_BEGIN|[17]|objResult|Schema.DescribeSObjectResult|true|false
01:31:57.0 (12785588)|VARIABLE_ASSIGNMENT|[17]|objResult|"common.api.soap.wsdl.DescribeSObjectResult@b5864e5c"|0x28799a0a
01:31:57.0 (12793063)|STATEMENT_EXECUTE|[18]
01:31:57.0 (12812895)|HEAP_ALLOCATE|[18]|Bytes:8
01:31:57.0 (12821115)|VARIABLE_SCOPE_BEGIN|[18]|name|String|false|false
01:31:57.0 (12835746)|VARIABLE_ASSIGNMENT|[18]|name|"Contract"
01:31:57.0 (14177239)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:8
