40.0 APEX_CODE,FINEST;APEX_PROFILING,INFO;CALLOUT,INFO;DB,INFO;SYSTEM,DEBUG;VALIDATION,INFO;VISUALFORCE,INFO;WAVE,INFO;WORKFLOW,INFO
02:21:14.0 (55480)|USER_INFO|[EXTERNAL]|00528000001JBjQ|ramu.veligeti@yahoo.co.in|Pacific Standard Time|GMT-07:00
02:21:14.0 (89080)|EXECUTION_STARTED
02:21:14.0 (92582)|CODE_UNIT_STARTED|[EXTERNAL]|aura
02:21:14.0 (320942)|HEAP_ALLOCATE|[72]|Bytes:3
02:21:14.0 (354599)|HEAP_ALLOCATE|[77]|Bytes:152
02:21:14.0 (369948)|HEAP_ALLOCATE|[342]|Bytes:408
02:21:14.0 (383953)|HEAP_ALLOCATE|[355]|Bytes:408
02:21:14.0 (396942)|HEAP_ALLOCATE|[467]|Bytes:48
02:21:14.0 (419700)|HEAP_ALLOCATE|[139]|Bytes:6
02:21:14.0 (437005)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:7
02:21:14.0 (444139)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:7
02:21:14.0 (456530)|CODE_UNIT_FINISHED|aura
02:21:14.0 (1190198)|EXECUTION_FINISHED
02:21:14.1 (1848466)|USER_INFO|[EXTERNAL]|00528000001JBjQ|ramu.veligeti@yahoo.co.in|Pacific Standard Time|GMT-07:00
02:21:14.1 (1860367)|EXECUTION_STARTED
02:21:14.1 (1862349)|CODE_UNIT_STARTED|[EXTERNAL]|01p2800000FZDMn|AdhocLightningScheduler.getObjFields
02:21:14.1 (1900846)|VARIABLE_SCOPE_BEGIN|[3]|AdhocLightningScheduler.showFields|Boolean|false|true
02:21:14.1 (1960041)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:26
02:21:14.1 (1966263)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:88
02:21:14.1 (1970012)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:27
02:21:14.1 (1973318)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:32
02:21:14.1 (1984509)|METHOD_ENTRY|[1]|01p2800000FZDMn|AdhocLightningScheduler.AdhocLightningScheduler()
02:21:14.1 (1989750)|STATEMENT_EXECUTE|[1]
02:21:14.1 (1993445)|STATEMENT_EXECUTE|[1]
02:21:14.1 (1994264)|STATEMENT_EXECUTE|[196]
02:21:14.1 (1995383)|STATEMENT_EXECUTE|[212]
02:21:14.1 (1999326)|METHOD_EXIT|[1]|AdhocLightningScheduler
02:21:14.1 (2003889)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:7
02:21:14.1 (2012125)|SYSTEM_MODE_ENTER|false
02:21:14.1 (2019458)|VARIABLE_SCOPE_BEGIN|[65]|so|String|false|false
02:21:14.1 (2038304)|VARIABLE_ASSIGNMENT|[65]|so|"Account"
02:21:14.1 (2046958)|STATEMENT_EXECUTE|[65]
02:21:14.1 (2048101)|STATEMENT_EXECUTE|[66]
02:21:14.1 (2051037)|HEAP_ALLOCATE|[66]|Bytes:3
02:21:14.1 (2065062)|HEAP_ALLOCATE|[66]|Bytes:10
02:21:14.1 (2096041)|HEAP_ALLOCATE|[50]|Bytes:5
02:21:14.1 (2116736)|HEAP_ALLOCATE|[56]|Bytes:5
